704,51,58,BC
0,0,58,BC
0,0,92,BC
0,0,103,BC
0,150,0,BC
0,83,65,BC
0,125,79,BC
0,126,0,BC
0,150,80,BC
0,135,77,BC
0,73,54,BC
0,118,62,BC
0,98,103,BC
0,143,96,BC
0,130,82,BC
0,52,53,BC
0,56,70,BC
0,107,70,BC
0,110,62,BC
0,61,82,BC
0,123,81,BC
0,99,67,BC
0,184,106,BC
0,0,75,BC
0,141,110,BC
0,80,0,BC
0,109,83,BC
0,109,95,BC
0,58,95,BC
0,132,0,BC
0,202,153,BC
0,156,124,BC
0,103,119,BC
0,127,83,BC
0,125,82,BC
700,288,216,BC
677,55,132,BC
0,67,80,BC
0,60,86,BC
0,0,56,BC
0,65,0,BC
0,106,73,BC
0,186,95,BC
0,82,85,BC
0,80,85,BC
0,71,72,BC
0,66,64,BC
0,66,0,BC
0,84,67,BC
0,51,0,BC
0,145,75,BC
0,59,59,BC
0,55,75,BC
0,149,107,BC
0,87,0,BC
0,71,105,BC
0,126,76,BC
0,57,52,BC
0,83,56,BC
0,92,53,BC
0,95,52,BC
0,0,141,BC
0,216,58,BC
0,174,108,BC
0,111,77,BC
0,198,144,BC
0,235,0,BC
0,51,144,BC
0,157,89,BC
0,117,75,BC
0,99,124,BC
0,68,79,BC
0,137,87,BC
0,119,76,BC
0,80,54,BC
0,94,64,BC
0,120,74,BC
0,211,102,BC
0,163,81,BC
0,172,94,BC
0,139,75,BC
0,55,93,BC
0,60,69,BC
678,159,102,BC
0,147,91,BC
777,197,128,BC
877,424,63,BC
873,82,51,BC
692,242,134,BC
0,103,93,BC
0,91,56,BC
0,84,77,BC
0,100,0,BC
0,100,52,BC
0,87,99,BC
0,147,62,BC
0,104,0,BC
0,108,62,BC
675,167,142,BC
698,91,62,BC
0,71,65,BC
0,89,77,BC
0,109,0,BC
0,88,53,BC
0,53,0,BC
0,73,53,BC
0,73,73,BC
0,74,68,BC
0,51,71,BC
0,116,83,BC
0,64,0,BC
0,123,79,BC
0,85,51,BC
0,93,83,BC
0,59,0,BC
0,87,89,BC
0,118,84,BC
0,73,0,BC
0,79,54,BC
0,69,58,BC
0,128,100,BC
0,53,0,BC
0,93,0,BC
0,61,119,BC
0,53,65,BC
0,110,59,BC
0,72,55,BC
0,177,97,BC
0,59,70,BC
0,155,74,BC
692,167,80,BC
0,198,75,BC
0,73,0,BC
0,95,0,BC
0,90,54,BC
0,133,0,BC
0,97,0,BC
0,130,0,BC
0,103,0,BC
0,140,70,BC
0,54,0,BC
0,0,62,BC
0,51,0,BC
0,77,0,BC
0,127,62,BC
0,106,0,BC
0,80,54,BC
0,122,62,BC
0,59,76,BC
0,51,58,BC
0,158,74,BC
0,88,52,BC
0,79,54,BC
0,63,0,BC
0,73,0,BC
0,197,0,BC
0,80,0,BC
0,216,121,BC
0,71,59,BC
0,60,0,BC
0,52,0,BC
2020,621,366,BC
0,134,94,BC
950,557,335,BC
1013,447,245,BC
0,171,115,BC
0,98,51,BC
0,224,140,BC
0,58,63,BC
671,156,81,BC
1019,84,103,BC
763,401,208,BC
0,117,92,BC
0,100,87,BC
0,144,71,BC
711,78,58,BC
0,59,82,BC
0,86,96,BC
684,138,105,BC
839,247,187,BC
917,277,115,BC
0,199,67,BC
725,295,230,BC
680,109,121,BC
674,83,99,BC
0,107,137,BC
691,97,102,BC
679,58,108,BC
0,57,72,BC
0,319,181,BC
792,56,85,BC
716,376,209,BC
671,55,113,BC
675,69,65,BC
682,169,129,BC
0,250,166,BC
694,148,147,BC
714,108,67,BC
688,333,166,BC
685,237,190,BC
